datetime,open,high,low,close
2025-03-24 23:00:00+0000,1.292,1.29236,1.29187,1.29224
2025-03-25 00:00:00+0000,1.29225,1.29225,1.2916,1.29168
2025-03-25 01:00:00+0000,1.29166,1.29253,1.29157,1.29209
2025-03-25 02:00:00+0000,1.29209,1.29236,1.29114,1.29131
2025-03-25 03:00:00+0000,1.29131,1.29248,1.29123,1.29245
2025-03-25 04:00:00+0000,1.29245,1.29287,1.29212,1.29233
2025-03-25 05:00:00+0000,1.29232,1.29278,1.29214,1.29225
2025-03-25 06:00:00+0000,1.29228,1.29228,1.29139,1.29145
2025-03-25 07:00:00+0000,1.29144,1.29229,1.29027,1.29055
2025-03-25 08:00:00+0000,1.29057,1.29148,1.29017,1.29121
2025-03-25 09:00:00+0000,1.29121,1.29308,1.29108,1.29306
2025-03-25 10:00:00+0000,1.29304,1.29515,1.29278,1.29506
2025-03-25 11:00:00+0000,1.29507,1.29575,1.29418,1.29425
2025-03-25 12:00:00+0000,1.29425,1.29604,1.29424,1.29546
2025-03-25 13:00:00+0000,1.29546,1.29604,1.29442,1.29455
2025-03-25 14:00:00+0000,1.29455,1.29518,1.29327,1.29479
2025-03-25 15:00:00+0000,1.29482,1.29528,1.29436,1.29473
2025-03-25 16:00:00+0000,1.29475,1.29593,1.29451,1.29568
2025-03-25 17:00:00+0000,1.29569,1.29666,1.29558,1.29585
2025-03-25 18:00:00+0000,1.29582,1.29582,1.29441,1.29455
2025-03-25 19:00:00+0000,1.29454,1.29477,1.29392,1.29466
2025-03-25 20:00:00+0000,1.29465,1.29473,1.29406,1.2943
2025-03-25 21:00:00+0000,1.2943,1.29478,1.29395,1.29444
2025-03-25 22:00:00+0000,1.29443,1.29485,1.29423,1.29424
2025-03-25 23:00:00+0000,1.29421,1.29453,1.29405,1.29448
